E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16
P13500,,T,F,F,F,P41597,,G protein-coupled 7TM receptor,binds to CCR2 causing activation of CCR2 and downstream signalling which induces strong chemotactic response and mobilization of intracellular calcium ions,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR2
P13500,,T,F,F,F,P41597,,G protein-coupled 7TM receptor,CCL2 is a ligand that signals through binding and activation of CCR2: induces a strong chemotactic response and mobilization of intracellular calcium ions,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR2
P13500,,T,F,F,F,P41597,,G protein-coupled 7TM receptor,CCL2 is a ligand that signals through binding and activation of CCR2: induces a strong chemotactic response and mobilization of intracellular calcium ions,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR2
P13500,,T,F,F,F,P41597,1867,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR2
P13500,,T,F,F,F,P41597,,G protein-coupled 7TM receptor,Signals through binding and activation of CCR2 and induces a strong chemotactic response and mobilization of intracellular calcium ions.,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR2
P13500,,T,F,F,F,P41597,,G protein-coupled 7TM receptor,Signals through binding and activation of CCR2 and induces a strong chemotactic response and mobilization of intracellular calcium ions. Exhibits a chemotactic activity for monocytes and basophils but not neutrophils or eosinophils,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR2
P13500,,T,F,F,F,P51679,,G protein-coupled 7TM receptor,direct stimulatory relationship,,Extracellular Protein Mediator,Regulatory,+,CCL2,CCR4
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,binding activates downstream signalling leading to regulation of immune cell migration + inflammation and immune response,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,Binds CCR1 and modulates T-cell activation and inflammatory responses,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,CCL5 binds to CCR1 and activates the receptor inducing chemotaxis and calcium mobilization CCL5-CCR1 interaction plays a role in inflammatory responses,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,Chemoattractant for blood monocytes/memory T-helper cells and eosinophile and causes histamine release from basophils. May also activate other chemokine receptors,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,May activate CCR1 and is a chemoattractant for blood monocytes/memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils.,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,May activate CCR1 and is a chemoattractant for blood monocytes/memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils.,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P32246,,G protein-coupled 7TM receptor,memory T-helper cells and eosinophils,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR1
P13501,,T,F,F,F,P51677,,G protein-coupled 7TM receptor,bind and activate CCR3 causing release of histamine from basophils and activates eosinophils-chemoattractant for blood monocytes-memory T helper cells and eosinophils,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR3
P13501,,T,F,F,F,P51677,,G protein-coupled 7TM receptor,CCL5 activates several members of the CC subfamily of chemokine receptors including CCR3,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR3
P13501,,T,F,F,F,P51677,,G protein-coupled 7TM receptor,CCL5 can bind to CCR3 though with lower affinity than eotaxin. It may induce chemotaxis of CCR3-expressing cells,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR3
P13501,,T,F,F,F,P51677,,G protein-coupled 7TM receptor,Chemoattractant for blood monocytes/memory T-helper cells and eosinophile and causes histamine release from basophils. May also activate other chemokine receptors,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR3
P13501,,T,F,F,F,P51677,,G protein-coupled 7TM receptor,promoting downstream signalling,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR3
P13501,,T,F,F,F,P51677,,G protein-coupled 7TM receptor,Chemoattractant for blood monocytes memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR3
P13501,,T,F,F,F,P51679,,G protein-coupled 7TM receptor,stimulates CCR4-dependent immune cell signalling and migration / shown to promote activation of the ERK signalling pathway,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR4
P13501,,T,F,F,F,P51679,,G protein-coupled 7TM receptor,stimulatory relationship,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR4
P13501,,T,F,F,F,P51681,,G protein-coupled 7TM receptor,binding CCR5 activates downstream signalling which can include increased intracellular calcium concentrations/MAPK activation/TGF-beta and SMAD signalling activation/JAK-STAT signalling activation/NF-kappaB signalling activation and PI3K signalling activation,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13501,,T,F,F,F,P51681,,G protein-coupled 7TM receptor,Chemoattractant for blood monocytes memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13501,,T,F,F,F,P51681,2147,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13501,,T,F,F,F,P51681,,G protein-coupled 7TM receptor,hemoattractant for immune cells,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13501,,T,F,F,F,P51681,,G protein-coupled 7TM receptor,initiates CCR5 signalling leading to inflammatory responses as well as inducing the adhesion and chemotaxis of different T cell subsets,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13501,,T,F,F,F,P51681,,G protein-coupled 7TM receptor,chemoattractant for blood monocytes memory T-helper cells and eosinophils and causes the release of histamine from basophils and activates eosinophils,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13501,,T,F,F,F,P51681,,G protein-coupled 7TM receptor,hemoattractant for immune cells,,Extracellular Protein Mediator,Regulatory,+,CCL5,CCR5
P13725,,T,F,F,F,P19235,,Single pass TM receptor,stimulatory effect,,Extracellular Protein Mediator,Regulatory,+,Oncostatin-M,EPO-R
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Activates type I and II OSM receptors regulating various cellular processes,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,1105,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Growth regulator that iInhibits the proliferation of a number of Tumour cell lines regulates cytokine production including IL-6 G-CSF and GM-CSF from endothelial cells and is involved in the maturation of fetal hepatocytes thereby promoting liver development and regeneration,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Growth regulator. Inhibits the proliferation of a number of Tumour cell lines. Stimulates proliferation of AIDS-KS cells. It regulates cytokine production including IL-6/ G-CSF and GM-CSF from endothelial cells,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Growth regulator. Inhibits the proliferation of a number of Tumour cell lines. Stimulates proliferation of AIDS-KS cells. It regulates cytokine production including IL-6/ G-CSF and GM-CSF from endothelial cells,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Interaction with IL6ST forms type I OSM receptor when associated with LIFR and forms type II OSM receptor when associated with OSMR. Both types are heterodimers,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Interaction with IL6ST forms type I OSM receptor when associated with LIFR and forms type II OSM receptor when associated with OSMR. Both types are heterodimers,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Interaction with IL6ST forms type I OSM receptor when associated with LIFR and forms type II OSM receptor when associated with OSMR. Both types are heterodimers,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P40189,,Single pass TM receptor,Signals through OSMR/IL6ST or LIFR/IL6ST complexes activating multiple pathways,,Extracellular Protein Mediator,Regulatory,+,OSM,IL6ST
P13725,,T,F,F,F,P42702,,Single pass TM receptor,inhibits proliferation of a number of Tumour cell lines and stimulates proliferation of AIDS-KS cells,,Extracellular Protein Mediator,Regulatory,+,ONCM,LIFR
P13725,,T,F,F,F,P42702,,Single pass TM receptor,can signal through LIFR in complex with gp130. This interaction triggers similar signalling pathways as LIF but with different biological outcomes,,Extracellular Protein Mediator,Regulatory,+,OSM,LIFR
P13725,,T,F,F,F,P42702,4037,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,OSM,LIFR
P13725,,T,F,F,F,P42702,,Single pass TM receptor,Inhibits the proliferation of a number of Tumour cell linesand stimulates proliferation of AIDS-KS cells,,Extracellular Protein Mediator,Regulatory,+,OSM,LIFR
P13725,,T,F,F,F,P42702,,Single pass TM receptor,inhibits the proliferation of certain Tumour cell lines while promoting osteogenesis,,Extracellular Protein Mediator,Regulatory,+,OSM,LIFR
P13725,,T,F,F,F,Q99650,7222,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,OSM,OSMR
P13725,,T,F,F,F,Q99650,,Single pass TM receptor,OSM binds to both type I OSM receptor (heterodimers composed of LIFR and IL6ST) and type II OSM receptor (heterodimers composed of OSMR and IL6ST) to propagate signals that regulates cytokine production,,Extracellular Protein Mediator,Regulatory,+,OSM,OSMR
P14138,,T,F,F,F,P63096,,G protein-coupled 7TM receptor,The effect of direct interaction of the ligand with the receptor is unclear.,,Extracellular Protein Mediator,Regulatory,0,ET-3,AGTR2
P14138,,T,F,F,F,Q9HB89,,G protein-coupled 7TM receptor,The effect of direct interaction of the ligand with the receptor is unclear.,,Extracellular Protein Mediator,Regulatory,0,ET-3,NMUR1
P14138,,T,F,F,F,P25101,,G protein-coupled 7TM receptor,Are endothelium-derived vasoconstrictor peptides. Expressed in trophoblasts and placental stem villi vessels but not in cultured placental smooth muscle cells.,,Extracellular Protein Mediator,Regulatory,+,EDN3,EDNRA
P14138,,T,F,F,F,P24530,,G protein-coupled 7TM receptor,Binds to and activates endothelin receptor type B,,Extracellular Protein Mediator,Regulatory,+,EDN3,EDNRB
P14138,,T,F,F,F,P24530,,G protein-coupled 7TM receptor,endothelium-derived vasoconstrictor peptide,,Extracellular Protein Mediator,Regulatory,+,EDN3,EDNRB
P14138,,T,F,F,F,P24530,,G protein-coupled 7TM receptor,ligand for EDNRB causing activation of its downstream signalling pathway,,Extracellular Protein Mediator,Regulatory,+,EDN3,EDNRB
P14138,,T,F,F,F,P24530,4789,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ET-3,EDNRB
P14138,,T,F,F,F,Q92847,,G protein-coupled 7TM receptor,stimulatory,,Extracellular Protein Mediator,Regulatory,+,ET-3,GHSR
P14174,,T,F,F,F,P04233,2572600,Not a receptor. MHCII type invariant chain that binds with MIF to trigger acute immune response.,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,MIF,CD74
P14210,,T,F,F,F,P08581,620,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,HGF,MET
P15018,,T,F,F,F,Q8IU57,,Single pass TM receptor,Leukemia inhibitory factor binds to Interferon lambda receptor 1 to activate signalling pathways that promote immune responses and inflammation indicating a stimulatory effect,,Extracellular Protein Mediator,Regulatory,+,LIF,IFNLR1
